issuer_id,week_end,n_bonds
33695,2022-12-23,276
33695,2022-12-09,273
33695,2022-12-16,272
33695,2022-12-02,261
33695,2022-11-18,261
33695,2022-01-07,259
33695,2022-12-30,255
33695,2022-10-28,252
33695,2022-09-23,246
33695,2022-10-21,245
33695,2022-05-13,245
33695,2022-01-14,243
33695,2022-04-08,243
33695,2022-11-04,241
33695,2022-03-25,240
33695,2022-01-21,239
33695,2022-04-22,235
33695,2022-03-04,233
33695,2022-05-06,230
33695,2022-10-07,230
33695,2022-09-30,228
33695,2022-07-29,227
33695,2022-02-18,225
33695,2022-04-01,225
33695,2022-10-14,224
33695,2022-04-29,223
33695,2022-06-17,222
33695,2022-03-18,222
33695,2022-08-26,220
33695,2022-01-28,217
33695,2022-06-10,216
33695,2022-09-16,215
33695,2022-02-04,213
33695,2022-02-11,213
33695,2022-06-03,212
33695,2022-02-25,209
33695,2022-07-15,207
33695,2022-05-20,206
33695,2022-11-11,206
33695,2022-11-25,205
33695,2022-03-11,205
33695,2022-09-02,204
33695,2022-07-01,204
33695,2022-08-19,204
33695,2022-07-22,197
33695,2022-08-12,194
33695,2022-08-05,192
33695,2022-09-09,189
33695,2022-05-27,188
33695,2022-07-08,186
33695,2022-04-15,180
1771,2022-01-07,178
33695,2022-06-24,170
1771,2022-01-14,162
1771,2022-01-28,160
1771,2022-12-09,160
1771,2022-03-25,158
1771,2022-03-18,157
1771,2022-11-18,156
1771,2022-02-11,155
1771,2022-03-04,154
1771,2022-11-11,150
1771,2022-01-21,150
1771,2022-02-04,149
1771,2022-04-01,148
1771,2022-05-27,147
1771,2022-04-29,146
1771,2022-10-28,144
1771,2022-12-16,143
1771,2022-12-02,143
1771,2022-02-18,143
1771,2022-11-04,143
1771,2022-04-08,141
1771,2022-04-22,141
1771,2022-10-21,141
1771,2022-03-11,140
1771,2022-08-19,138
1771,2022-07-22,138
1771,2022-05-13,137
1771,2022-09-30,136
1771,2022-06-03,136
1771,2022-06-17,135
1771,2022-08-05,135
1771,2022-05-20,135
1771,2022-08-26,134
1771,2022-02-25,133
1771,2022-10-07,133
1771,2022-08-12,133
1771,2022-06-10,132
1771,2022-12-23,131
1771,2022-05-06,128
1771,2022-07-01,128
1771,2022-07-29,127
1771,2022-10-14,125
1771,2022-09-23,124
1771,2022-09-16,123
1771,2022-09-02,122
1771,2022-04-15,122
1771,2022-07-15,122
1771,2022-12-30,119
1771,2022-06-24,118
1771,2022-09-09,115
1771,2022-07-08,110
1771,2022-11-25,108
35499,2022-12-09,103
35499,2022-02-11,101
35499,2022-04-08,100
35499,2022-04-22,98
35499,2022-12-02,98
35499,2022-01-07,98
2921,2022-03-04,97
35499,2022-12-23,96
35499,2022-08-12,96
35499,2022-08-19,95
35499,2022-10-21,94
35499,2022-12-16,94
35499,2022-06-17,93
35499,2022-05-13,93
2921,2022-01-07,93
35499,2022-09-02,92
35499,2022-11-04,92
35499,2022-12-30,92
35499,2022-11-11,92
35499,2022-11-18,92
35499,2022-05-06,91
35499,2022-01-14,91
35499,2022-09-16,90
35499,2022-09-30,89
35499,2022-10-28,89
2921,2022-03-11,88
35499,2022-02-18,88
35499,2022-04-01,88
35499,2022-03-11,88
35499,2022-02-25,88
35499,2022-04-29,87
35499,2022-03-18,87
35499,2022-05-20,87
35499,2022-06-10,87
35499,2022-05-27,86
35499,2022-06-24,85
35499,2022-06-03,85
35499,2022-07-29,85
35499,2022-08-26,84
2921,2022-03-25,83
35499,2022-09-23,83
35499,2022-02-04,83
35499,2022-01-21,82
35499,2022-08-05,82
35499,2022-07-15,82
35499,2022-10-14,82
35499,2022-09-09,82
35499,2022-03-04,82
35499,2022-03-25,82
35499,2022-01-28,81
35499,2022-10-07,81
35499,2022-11-25,80
2921,2022-03-18,80
33717,2022-02-25,80
35499,2022-07-22,79
35499,2022-04-15,79
35499,2022-07-08,77
35499,2022-07-01,77
33717,2022-03-04,76
33717,2022-03-25,76
2921,2022-11-18,76
33717,2022-03-18,75
33717,2022-11-18,75
39095,2022-02-11,75
2921,2022-01-14,74
39095,2022-01-28,74
2921,2022-04-01,74
33717,2022-04-29,74
33717,2022-03-11,73
33717,2022-04-22,73
39095,2022-01-07,73
39095,2022-04-08,73
33717,2022-04-01,73
39095,2022-01-14,72
32904,2022-12-02,72
2921,2022-12-16,72
2921,2022-01-28,71
2921,2022-09-30,71
32904,2022-11-04,71
39095,2022-01-21,71
39095,2022-02-04,71
32904,2022-11-18,70
32904,2022-12-30,70
36718,2022-02-04,70
33717,2022-02-18,70
39095,2022-03-04,70
33717,2022-12-16,70
39095,2022-04-01,70
33717,2022-05-06,70
2921,2022-11-11,69
2921,2022-04-08,69
2921,2022-12-23,69
33717,2022-04-08,69
33717,2022-01-07,69
2921,2022-12-09,69
39095,2022-02-25,69
2921,2022-02-04,69
2921,2022-02-11,69
39095,2022-04-29,68
39095,2022-03-18,68
2921,2022-02-18,68
32904,2022-12-16,68
33717,2022-02-11,68
33717,2022-12-02,68
33717,2022-05-13,67
39095,2022-03-11,67
39095,2022-04-22,67
39095,2022-04-15,67
39095,2022-03-25,67
39095,2022-02-18,67
36718,2022-01-14,67
2921,2022-05-27,67
33717,2022-12-09,67
33717,2022-01-14,67
39095,2022-05-06,66
32904,2022-12-23,66
2921,2022-05-13,66
33717,2022-01-21,66
39095,2022-09-30,65
33717,2022-01-28,65
2921,2022-10-28,65
33717,2022-04-15,65
33717,2022-10-28,65
33717,2022-11-11,65
32904,2022-12-09,65
33717,2022-08-19,65
32904,2022-10-28,65
33717,2022-09-23,65
39095,2022-12-02,64
2921,2022-06-03,64
32904,2022-05-13,64
33717,2022-11-04,64
32904,2022-09-30,64
2921,2022-12-02,64
39095,2022-12-09,64
39095,2022-10-28,63
36718,2022-01-28,63
39095,2022-12-16,63
2921,2022-02-25,63
39095,2022-09-16,62
2921,2022-04-29,62
33717,2022-05-20,62
2921,2022-12-30,62
32904,2022-09-23,62
39095,2022-10-14,62
39095,2022-11-04,62
32904,2022-10-07,62
32904,2022-08-26,62
32904,2022-04-01,62
33717,2022-06-17,62
39095,2022-11-18,62
33717,2022-09-30,61
39095,2022-12-23,61
2921,2022-09-16,61
39095,2022-12-30,61
33717,2022-12-23,61
2921,2022-05-20,61
2921,2022-09-23,61
2921,2022-08-19,61
39095,2022-08-26,60
39095,2022-05-27,60
32904,2022-07-29,60
32904,2022-11-11,60
33717,2022-09-16,60
32904,2022-01-07,60
33717,2022-10-21,60
39095,2022-05-13,60
39095,2022-11-11,60
39095,2022-06-03,60
39095,2022-11-25,60
33717,2022-11-25,59
2921,2022-08-05,59
33717,2022-05-27,59
32904,2022-09-02,59
32904,2022-09-16,59
33717,2022-10-07,59
32904,2022-05-27,59
32904,2022-05-20,59
39095,2022-10-07,59
39095,2022-09-02,59
32904,2022-06-17,59
2921,2022-10-21,59
32904,2022-11-25,59
2921,2022-07-01,58
2921,2022-10-14,58
39095,2022-09-23,58
32904,2022-04-22,58
33717,2022-12-30,58
32904,2022-08-05,58
33717,2022-02-04,58
39095,2022-10-21,58
32904,2022-07-01,57
33717,2022-07-01,57
39095,2022-08-19,57
32904,2022-01-14,57
32904,2022-06-24,57
33717,2022-09-02,57
32904,2022-04-29,56
32904,2022-10-14,56
34918,2022-10-28,56
2921,2022-04-22,56
2921,2022-05-06,56
39095,2022-09-09,56
39095,2022-06-10,56
2921,2022-01-21,56
34918,2022-11-04,56
32904,2022-02-18,55
2921,2022-07-22,55
39095,2022-07-22,55
32904,2022-09-09,55
33717,2022-08-26,55
34918,2022-12-09,55
34918,2022-12-02,55
33717,2022-09-09,55
34918,2022-11-25,55
32904,2022-10-21,55
34918,2022-11-11,55
34918,2022-11-18,55
32904,2022-02-04,55
39095,2022-08-05,54
39095,2022-07-29,54
534,2022-01-21,54
36959,2022-12-09,54
4130,2022-12-30,54
39095,2022-06-24,54
36959,2022-11-18,54
34918,2022-12-16,54
42277,2022-12-16,54
34918,2022-12-30,54
44541,2022-10-07,54
33717,2022-07-22,54
32904,2022-03-11,54
32904,2022-03-04,54
33717,2022-06-10,54
33717,2022-06-24,53
534,2022-02-04,53
534,2022-03-18,53
1255,2022-04-22,53
39095,2022-05-20,53
39095,2022-07-15,53
1255,2022-04-29,53
36959,2022-12-16,53
32904,2022-07-22,53
32904,2022-08-12,53
34918,2022-12-23,53
42277,2022-12-23,53
36959,2022-12-02,53
39095,2022-08-12,53
39095,2022-07-01,53
534,2022-01-07,53
42313,2022-12-23,53
36959,2022-12-23,53
2921,2022-11-04,53
2921,2022-06-17,53
33717,2022-10-14,53
42313,2022-11-11,53
36959,2022-11-11,53
534,2022-01-14,52
534,2022-06-03,52
42313,2022-11-18,52
39095,2022-07-08,52
32904,2022-07-15,52
263,2022-09-09,52
263,2022-09-16,52
534,2022-05-06,52
534,2022-05-13,52
263,2022-08-19,52
263,2022-09-23,52
263,2022-09-02,52
263,2022-09-30,52
534,2022-04-29,52
39095,2022-06-17,52
263,2022-02-04,52
263,2022-01-28,52
2921,2022-06-10,52
263,2022-01-14,52
534,2022-10-14,52
263,2022-10-07,52
534,2022-05-27,52
36959,2022-11-25,52
263,2022-01-07,52
263,2022-08-26,52
1284,2022-12-09,52
263,2022-08-12,52
32904,2022-07-08,52
534,2022-06-10,52
534,2022-04-22,52
534,2022-02-18,52
534,2022-06-17,52
2921,2022-10-07,52
263,2022-01-21,52
1284,2022-12-16,51
263,2022-10-14,51
33717,2022-08-12,51
32904,2022-01-28,51
32904,2022-03-25,51
1255,2022-05-06,51
534,2022-09-16,51
534,2022-09-09,51
534,2022-04-08,51
534,2022-09-23,51
534,2022-04-15,51
42313,2022-04-22,51
1255,2022-02-25,51
42313,2022-05-13,51
36959,2022-12-30,51
263,2022-11-11,51
263,2022-10-21,51
534,2022-05-20,51
1255,2022-12-16,51
1255,2022-03-25,51
36718,2022-12-16,51
534,2022-03-04,51
534,2022-07-15,51
534,2022-07-08,51
32904,2022-02-25,51
32904,2022-01-21,51
33717,2022-06-03,51
4268,2022-09-16,51
534,2022-07-01,51
534,2022-02-25,51
534,2022-02-11,51
534,2022-03-25,51
36718,2022-08-05,51
534,2022-03-11,51
534,2022-06-24,51
263,2022-11-18,51
263,2022-11-04,51
263,2022-10-28,51
263,2022-06-03,50
534,2022-07-22,50
1255,2022-09-02,50
263,2022-12-30,50
4130,2022-12-23,50
1255,2022-03-18,50
263,2022-04-22,50
263,2022-03-18,50
32904,2022-03-18,50
263,2022-05-06,50
263,2022-05-13,50
2921,2022-06-24,50
36959,2022-10-14,50
1255,2022-10-28,50
34918,2022-06-10,50
1255,2022-11-18,50
1255,2022-12-02,50
263,2022-11-25,50
36959,2022-11-04,50
42277,2022-11-18,50
42277,2022-12-30,50
534,2022-10-07,50
263,2022-03-04,50
263,2022-02-25,50
1255,2022-09-30,50
1255,2022-05-27,50
34918,2022-07-01,50
263,2022-05-20,50
1255,2022-05-20,50
34918,2022-06-03,50
263,2022-03-11,50
42313,2022-02-04,50
32904,2022-05-06,50
1255,2022-01-28,50
1255,2022-02-04,50
1255,2022-06-10,50
1255,2022-06-03,50
534,2022-10-28,50
34918,2022-05-27,50
534,2022-09-02,50
34918,2022-06-17,50
534,2022-04-01,50
263,2022-02-18,50
37118,2022-12-16,50
263,2022-05-27,50
534,2022-07-29,50
534,2022-11-04,50
534,2022-09-30,50
534,2022-01-28,50
2921,2022-07-15,50
4130,2022-11-18,50
33717,2022-07-15,50
33717,2022-07-08,50
263,2022-12-09,50
36959,2022-10-07,50
534,2022-08-19,50
263,2022-12-02,50
1255,2022-11-04,50
534,2022-08-26,50
1255,2022-07-08,50
1255,2022-11-11,50
263,2022-04-29,50
263,2022-03-25,50
263,2022-04-15,50
263,2022-04-08,50
263,2022-04-01,50
263,2022-06-10,50
263,2022-02-11,50
263,2022-12-23,50
4268,2022-10-21,50
263,2022-12-16,50
1255,2022-09-23,50
34918,2022-07-22,49
1255,2022-06-17,49
34918,2022-07-15,49
34918,2022-07-08,49
36959,2022-09-02,49
34918,2022-10-21,49
34918,2022-09-30,49
34918,2022-07-29,49
34918,2022-09-23,49
534,2022-10-21,49
534,2022-12-30,49
534,2022-11-18,49
534,2022-11-11,49
36718,2022-12-09,49
534,2022-11-25,49
2921,2022-07-29,49
34918,2022-09-16,49
34918,2022-10-07,49
42313,2022-01-28,49
34918,2022-08-19,49
34918,2022-08-05,49
1255,2022-03-04,49
1255,2022-08-19,49
42313,2022-12-09,49
36959,2022-07-01,49
34918,2022-05-20,49
34918,2022-09-02,49
263,2022-08-05,49
36959,2022-09-30,49
1255,2022-07-15,49
4268,2022-11-25,49
1255,2022-11-25,49
1255,2022-01-14,49
1255,2022-12-30,49
1255,2022-03-11,49
4268,2022-09-09,49
1255,2022-12-09,49
4268,2022-09-23,49
4268,2022-09-30,49
4268,2022-10-28,49
4268,2022-12-16,49
534,2022-12-02,49
534,2022-12-09,49
534,2022-08-12,49
534,2022-08-05,49
33717,2022-08-05,49
4130,2022-11-11,49
36959,2022-06-17,49
36959,2022-10-21,49
36959,2022-10-28,49
32904,2022-04-08,49
1255,2022-04-08,49
36718,2022-02-11,49
4130,2022-12-16,48
36718,2022-02-18,48
32904,2022-02-11,48
1255,2022-04-01,48
36959,2022-09-16,48
263,2022-07-01,48
4268,2022-10-07,48
4268,2022-10-14,48
4130,2022-10-28,48
4268,2022-06-03,48
33717,2022-07-29,48
36959,2022-09-09,48
42313,2022-12-16,48
4268,2022-08-26,48
263,2022-07-29,48
263,2022-07-22,48
263,2022-07-08,48
263,2022-07-15,48
1255,2022-10-14,48
34918,2022-09-09,48
4130,2022-09-30,48
1255,2022-10-21,48
263,2022-06-17,48
263,2022-06-24,48
32904,2022-08-19,48
34918,2022-08-12,48
34918,2022-10-14,48
36959,2022-07-29,48
4268,2022-04-01,48
36959,2022-03-25,48
36959,2022-08-05,48
34918,2022-06-24,48
36959,2022-08-19,48
36959,2022-08-12,48
1255,2022-07-01,48
42313,2022-12-02,48
1255,2022-07-22,48
1255,2022-08-05,48
1255,2022-08-12,48
1255,2022-06-24,48
1255,2022-01-07,48
1255,2022-12-23,48
42277,2022-12-09,48
4268,2022-11-18,48
36718,2022-09-02,47
2921,2022-08-12,47
36718,2022-04-22,47
36959,2022-04-22,47
42277,2022-09-30,47
534,2022-12-23,47
1255,2022-10-07,47
36959,2022-07-08,47
4268,2022-08-05,47
1255,2022-02-11,47
534,2022-12-16,47
1255,2022-05-13,47
1255,2022-02-18,47
34918,2022-08-26,47
37118,2022-12-02,47
4130,2022-11-25,47
36959,2022-07-15,47
36959,2022-07-22,47
4268,2022-08-12,47
4268,2022-12-30,47
42313,2022-12-30,47
1255,2022-09-09,47
36959,2022-09-23,47
4268,2022-09-02,47
36959,2022-06-10,47
36718,2022-08-19,47
4268,2022-02-18,47
36959,2022-08-26,47
42313,2022-11-04,47
1255,2022-07-29,47
36959,2022-02-11,46
36959,2022-06-24,46
4268,2022-11-04,46
42313,2022-04-29,46
1255,2022-09-16,46
36959,2022-02-18,46
4268,2022-03-25,46
4268,2022-04-29,46
4268,2022-07-01,46
4268,2022-12-09,46
36959,2022-01-21,46
36959,2022-02-04,46
36718,2022-01-21,46
32904,2022-06-10,46
42313,2022-10-14,46
