issuer_id,feature_month,target_month,issuer_n,k_each_side,long_ret,short_ret,issuer_spread,long_mean_residual_bps,short_mean_residual_bps
34850,2024-06-30,2024-07-31,3,1,-0.47485563948574894,0.20572175398528197,-0.6805773934710309,7.105427357601002e-13,-7.105427357601002e-13
37024,2024-06-30,2024-07-31,4,1,-0.07589079336694471,0.308317562956453,-0.3842083563233977,-3.552713678800501e-13,-1.7763568394002505e-12
40795,2024-08-31,2024-09-30,4,1,-0.3809407427048115,-0.022427954432763686,-0.3585127882720478,6.16338252083537,3.552713678800501e-12
34850,2024-01-31,2024-02-29,3,1,-0.1974572608325227,0.11941543388119588,-0.3168726947137186,7.105427357601002e-13,0.0
50399,2024-06-30,2024-07-31,3,1,-0.05923809727201358,0.14985801695156964,-0.2090961142235832,6.750155989720952e-11,-8.988365607365267e-11
34850,2024-03-31,2024-04-30,3,1,-0.05790526163207683,0.14478383062328065,-0.20268909225535747,-1.4210854715202004e-12,-2.4868995751603507e-12
38523,2024-06-30,2024-07-31,3,1,-0.14138126382331023,0.03820659510939107,-0.1795878589327013,17.782899536827923,-118.76511474031561
2632,2024-02-29,2024-03-31,5,1,-0.08735384789744638,0.07533048471455012,-0.1626843326119965,35.40393503720285,-24.441023681486485
36299,2024-05-31,2024-06-30,4,1,-0.11689362298094122,0.04238216027165114,-0.15927578325259237,8.881784197001252e-14,-8.881784197001252e-14
45801,2024-06-30,2024-07-31,7,1,-0.034176750991855104,0.11854957401323678,-0.15272632500509187,21.047045429850186,-20.292525966039587
1278,2024-03-31,2024-04-30,3,1,-0.07748435255450238,0.0537874476069792,-0.13127180016148157,1.7763568394002505e-13,0.0
45211,2024-11-30,2024-12-31,3,1,-0.042296970081450926,0.086555715652921,-0.12885268573437192,8.881784197001252e-14,0.0
37118,2025-01-31,2025-02-28,9,1,-0.11300192101580342,0.01479060026933236,-0.12779252128513577,561.4745689906608,-426.1721065608921
3874,2024-10-31,2024-11-30,9,1,-0.08662977105397358,0.03379527021824737,-0.12042504127222095,27.198985700279454,-7.981375130624624
40820,2024-11-30,2024-12-31,5,1,-0.00781578305920109,0.10517488189945132,-0.11299066495865241,11.110512765788627,-19.092078365633824
34850,2024-09-30,2024-10-31,3,1,-0.0847527101205097,0.025254295356351673,-0.11000700547686137,4.440892098500626e-13,0.0
42455,2024-11-30,2024-12-31,3,1,-0.06288976989573139,0.041222817111700616,-0.104112587007432,0.0,-1.7763568394002505e-13
4409,2024-10-31,2024-11-30,8,1,-0.08436111982066208,0.013153198263798384,-0.09751431808446046,59.91667053694192,-24.919574453739024
38297,2024-11-30,2024-12-31,3,1,-0.054994435345308866,0.041430782381687785,-0.09642521772699665,0.0,-8.881784197001252e-14
51751,2024-03-31,2024-04-30,3,1,-0.050678628419339955,0.04084776833747447,-0.09152639675681443,2.6645352591003757e-13,8.881784197001252e-14
44253,2024-09-30,2024-10-31,3,1,-0.04964076837820777,0.04081105267468576,-0.09045182105289354,8.881784197001252e-14,0.0
4459,2024-09-30,2024-10-31,3,1,-0.030285022187546157,0.05742852103994004,-0.0877135432274862,8.881784197001252e-14,0.0
5995,2024-02-29,2024-03-31,6,1,-0.07046606069674352,0.011730953908596103,-0.08219701460533962,100.03980785006554,-78.40302877118734
34850,2024-07-31,2024-08-31,3,1,0.10603815704229774,0.1876074001396335,-0.08156924309733576,7.105427357601002e-13,3.552713678800501e-13
50399,2024-01-31,2024-02-29,3,1,-0.040811762347759406,0.040628128454620806,-0.0814398908023802,3.552713678800501e-13,-3.552713678800501e-13
