issuer_id,week_end,n_bonds
1771,2010-12-17,508
1771,2010-11-19,500
1771,2010-12-10,494
1771,2010-08-20,484
1771,2010-12-03,473
1771,2010-10-22,472
1771,2010-10-01,472
1771,2010-11-12,471
1771,2010-11-05,469
1771,2010-10-15,462
1771,2010-10-08,459
1771,2010-08-13,457
1771,2010-10-29,454
1771,2010-08-27,454
1771,2010-09-03,452
1771,2010-08-06,451
1771,2010-06-25,441
1771,2010-04-16,439
1771,2010-09-17,439
1771,2010-05-28,437
1771,2010-01-15,436
1771,2010-07-30,433
1771,2010-04-23,431
1771,2010-07-23,428
1771,2010-09-24,427
1771,2010-12-24,426
1771,2010-12-31,425
1771,2010-02-26,425
1771,2010-03-19,421
1771,2010-05-21,420
1771,2010-07-02,419
1771,2010-07-16,419
1771,2010-01-08,417
1771,2010-02-05,414
1771,2010-07-09,414
1771,2010-03-26,411
1771,2010-03-05,410
1771,2010-05-14,409
1771,2010-09-10,408
1771,2010-06-11,406
1771,2010-01-22,404
1771,2010-03-12,404
1771,2010-04-09,404
1771,2010-04-30,401
1771,2010-06-18,400
1771,2010-05-07,398
1771,2010-02-12,398
1771,2010-01-29,397
1771,2010-11-26,391
1771,2010-06-04,382
1771,2010-04-02,374
1771,2010-02-19,373
33717,2010-10-29,368
33717,2010-11-19,363
33717,2010-10-22,363
33717,2010-12-17,360
33717,2010-12-03,357
33717,2010-11-05,350
33717,2010-02-12,343
33717,2010-12-10,343
33717,2010-09-17,337
33717,2010-08-20,330
33717,2010-05-14,326
33717,2010-08-06,326
33717,2010-11-12,322
33717,2010-04-30,321
33717,2010-04-16,318
33717,2010-04-23,318
33717,2010-10-15,317
33717,2010-04-09,317
33717,2010-03-26,316
33717,2010-08-13,316
33717,2010-12-24,313
33717,2010-03-12,312
33717,2010-05-07,312
33717,2010-09-03,310
33717,2010-08-27,310
33717,2010-01-08,310
33717,2010-10-01,309
33717,2010-03-05,308
33717,2010-06-25,307
33717,2010-12-31,305
33717,2010-02-05,305
33717,2010-05-21,305
33717,2010-03-19,304
33717,2010-06-11,303
33717,2010-09-24,303
33717,2010-10-08,302
33717,2010-02-19,301
33717,2010-01-29,300
33717,2010-06-18,299
33717,2010-02-26,297
33717,2010-01-15,296
33717,2010-04-02,289
33717,2010-01-22,289
33717,2010-07-30,285
33717,2010-07-16,285
33717,2010-05-28,284
33717,2010-07-23,283
33717,2010-11-26,281
33717,2010-07-02,280
33717,2010-06-04,273
33717,2010-09-10,267
33717,2010-07-09,246
1781,2010-01-15,238
1781,2010-01-08,236
1781,2010-03-19,231
1781,2010-05-28,230
1781,2010-04-23,230
1781,2010-03-05,228
1781,2010-01-22,227
1781,2010-03-12,227
1781,2010-01-29,227
1781,2010-02-26,226
1781,2010-02-05,224
1781,2010-07-30,223
1781,2010-10-08,222
1781,2010-03-26,222
1781,2010-04-09,222
1781,2010-09-03,221
1781,2010-08-13,220
1781,2010-10-22,220
1781,2010-10-01,218
1781,2010-08-20,217
1781,2010-04-30,217
1781,2010-10-15,217
1781,2010-09-24,217
1781,2010-04-16,217
1781,2010-05-14,216
1781,2010-05-07,216
1781,2010-02-12,214
1781,2010-08-06,214
1781,2010-02-19,213
1781,2010-11-19,212
1781,2010-10-29,211
1781,2010-08-27,211
1781,2010-06-25,209
1781,2010-06-18,208
1781,2010-11-12,208
1781,2010-04-02,207
1781,2010-05-21,207
1781,2010-11-05,206
36718,2010-01-29,205
1781,2010-09-17,203
1781,2010-12-17,202
1781,2010-12-03,202
1781,2010-07-23,202
1781,2010-12-10,201
1781,2010-07-02,201
1781,2010-07-16,195
1781,2010-06-11,194
1781,2010-09-10,193
1781,2010-07-09,192
1781,2010-12-31,191
36133,2010-05-21,189
1781,2010-11-26,185
1781,2010-12-24,183
36718,2010-02-05,182
36133,2010-04-16,181
1781,2010-06-04,181
415,2010-02-12,180
38268,2010-03-05,180
36133,2010-03-05,176
36133,2010-04-09,175
36133,2010-12-10,175
36133,2010-08-13,173
36133,2010-03-26,172
36133,2010-05-07,172
36133,2010-12-17,172
36718,2010-03-26,170
36133,2010-02-05,170
36133,2010-05-14,170
36133,2010-04-23,169
36133,2010-01-15,169
756,2010-04-16,168
36133,2010-12-03,168
36133,2010-10-15,168
36133,2010-04-30,168
36133,2010-03-19,167
36133,2010-11-05,165
36133,2010-01-29,165
36133,2010-02-12,164
38268,2010-03-12,164
36133,2010-01-22,163
36133,2010-09-24,163
36133,2010-02-26,163
36133,2010-01-08,163
415,2010-05-21,163
36133,2010-10-08,163
36133,2010-08-20,162
756,2010-02-26,161
415,2010-05-14,161
36133,2010-10-01,161
756,2010-04-30,159
36133,2010-05-28,159
415,2010-06-18,158
415,2010-08-20,158
36133,2010-09-03,158
415,2010-03-19,157
36133,2010-11-12,157
415,2010-05-28,157
756,2010-02-12,157
415,2010-04-16,157
36133,2010-10-29,156
36133,2010-08-27,155
756,2010-01-08,155
36718,2010-03-05,155
38268,2010-02-26,154
756,2010-05-21,154
756,2010-03-26,154
1664,2010-01-29,154
36133,2010-07-16,154
38268,2010-03-26,154
2089,2010-03-05,153
38268,2010-04-09,153
36133,2010-07-02,153
36133,2010-03-12,153
756,2010-04-23,153
756,2010-05-14,153
756,2010-02-19,152
36133,2010-06-25,152
756,2010-02-05,152
2089,2010-03-12,152
36133,2010-09-17,152
756,2010-04-09,152
36718,2010-04-02,152
415,2010-03-05,151
756,2010-01-29,151
415,2010-01-15,151
415,2010-11-19,151
36133,2010-10-22,150
36133,2010-02-19,150
756,2010-05-28,150
38268,2010-05-21,150
36133,2010-11-19,150
38268,2010-03-19,149
36718,2010-02-12,149
756,2010-03-05,149
415,2010-03-26,148
756,2010-06-18,148
756,2010-05-07,147
36133,2010-09-10,147
415,2010-04-09,147
756,2010-03-12,146
415,2010-06-25,146
36133,2010-07-30,146
38268,2010-12-10,146
36133,2010-12-24,146
36718,2010-03-19,146
415,2010-07-30,146
36718,2010-02-26,146
756,2010-06-11,146
36718,2010-04-09,146
38268,2010-12-17,146
756,2010-03-19,145
38268,2010-01-08,145
38268,2010-08-06,145
38268,2010-01-15,145
36133,2010-07-23,144
36133,2010-07-09,144
415,2010-02-05,144
36133,2010-08-06,144
36133,2010-06-11,144
415,2010-01-08,143
756,2010-01-15,143
756,2010-01-22,143
36718,2010-03-12,143
38268,2010-02-12,143
415,2010-07-16,142
415,2010-05-07,142
36718,2010-04-16,142
415,2010-04-23,142
415,2010-02-26,142
36133,2010-06-18,142
415,2010-02-19,141
415,2010-08-06,141
415,2010-10-08,140
38268,2010-07-16,140
415,2010-10-01,140
38268,2010-04-16,139
38268,2010-02-05,139
36133,2010-12-31,139
38268,2010-09-17,138
38268,2010-06-18,138
38268,2010-05-07,138
415,2010-07-02,138
756,2010-07-16,138
756,2010-06-25,138
38268,2010-12-03,138
38268,2010-11-19,138
38268,2010-10-01,138
38268,2010-10-22,137
36718,2010-02-19,137
1664,2010-02-05,137
415,2010-06-11,136
415,2010-08-13,136
36133,2010-04-02,136
36133,2010-06-04,136
38268,2010-01-29,136
38268,2010-07-30,136
415,2010-07-23,136
38268,2010-04-23,135
38268,2010-10-08,135
415,2010-03-12,135
415,2010-10-22,135
756,2010-08-13,134
415,2010-04-30,134
36718,2010-04-23,134
1664,2010-01-08,134
756,2010-07-23,134
38268,2010-12-24,133
415,2010-01-29,133
1664,2010-01-15,133
38268,2010-10-29,132
2089,2010-03-26,132
38268,2010-08-20,132
38268,2010-09-24,132
38268,2010-05-14,132
756,2010-08-06,132
38268,2010-08-13,131
1664,2010-03-05,131
38268,2010-06-11,131
36718,2010-01-22,131
38268,2010-09-10,131
756,2010-07-02,130
38268,2010-08-27,130
756,2010-04-02,130
38268,2010-04-02,130
38268,2010-05-28,130
38268,2010-09-03,129
38268,2010-02-19,129
756,2010-07-30,129
38268,2010-07-23,129
756,2010-08-27,129
36718,2010-10-22,129
36718,2010-04-30,128
36718,2010-11-19,128
38268,2010-04-30,127
756,2010-06-04,127
38268,2010-11-12,127
38268,2010-06-25,127
2089,2010-05-21,126
415,2010-04-02,126
415,2010-09-17,126
756,2010-10-08,126
38268,2010-10-15,125
415,2010-08-27,125
415,2010-09-24,125
38268,2010-11-05,125
36718,2010-10-08,125
36718,2010-12-03,125
38268,2010-01-22,124
1664,2010-01-22,124
756,2010-09-17,123
36718,2010-01-15,123
415,2010-12-03,123
38268,2010-12-31,123
1664,2010-02-19,123
756,2010-09-03,122
415,2010-09-10,122
415,2010-09-03,122
2089,2010-03-19,122
36718,2010-11-05,122
2089,2010-01-08,122
1664,2010-02-12,122
36133,2010-11-26,121
1664,2010-03-19,121
1664,2010-02-26,121
756,2010-08-20,121
36718,2010-05-07,121
1664,2010-03-12,120
2089,2010-02-26,120
415,2010-07-09,120
415,2010-10-15,120
2089,2010-01-15,120
2089,2010-04-23,119
2089,2010-04-16,119
38268,2010-06-04,119
415,2010-12-10,119
756,2010-07-09,119
2089,2010-02-05,118
36718,2010-11-12,118
415,2010-06-04,118
415,2010-10-29,118
415,2010-01-22,118
756,2010-10-01,118
756,2010-11-05,116
756,2010-10-15,116
36718,2010-12-10,116
756,2010-09-24,115
36718,2010-12-17,115
415,2010-12-17,115
1664,2010-04-16,114
1664,2010-04-23,114
2089,2010-02-12,114
38268,2010-07-02,113
756,2010-09-10,113
756,2010-12-10,112
756,2010-11-12,112
756,2010-12-17,111
36718,2010-09-24,110
