target_month,rows,rows_with_target,unique_cusips,unique_issuers,rows_with_issuer_demeaned_target
2024-02-29,49,28,49,10,27.0
2024-03-31,47,24,47,8,23.0
2024-04-30,58,31,58,12,30.0
2024-05-31,50,23,50,8,22.0
2024-06-30,53,27,53,10,26.0
2024-07-31,48,32,48,9,31.0
2024-08-31,46,27,46,8,26.0
2024-09-30,60,30,60,9,29.0
2024-10-31,56,31,56,10,30.0
2024-11-30,44,22,44,8,22.0
2024-12-31,56,25,56,10,24.0
2025-01-31,56,27,56,10,26.0
2025-02-28,13,4,13,4,2.0
