target_month,strategy_ret,n_issuer_months,avg_bonds_per_issuer,avg_k_each_side,long_ret,short_ret
2010-05-31,0.0052357395889547,615,6.365853658536586,1.248780487804878,0.0033076210553169,-0.0019281185336377
2010-06-30,0.0049153659551402,596,6.369127516778524,1.251677852348993,0.0015641595300266,-0.0033512064251135
2010-07-31,-0.0295282396481478,589,6.407470288624788,1.2580645161290325,-0.0041088081174276,0.0254194315307202
2010-08-31,0.0061820558101469,603,6.412935323383085,1.2587064676616917,0.0034273938610283,-0.0027546619491186
2010-09-30,0.0056974371449634,596,6.463087248322148,1.2600671140939597,0.0036437003464119,-0.0020537367985515
2010-10-31,0.0023604358834673,611,6.410801963993453,1.260229132569558,0.0030776533039519,0.0007172174204846
2010-11-30,0.0048803763303602,627,6.414673046251994,1.2567783094098883,0.0023954075970572,-0.0024849687333029
2010-12-31,0.0031585632756229,619,6.384491114701131,1.2536348949919225,0.0004392327870294,-0.0027193304885934
2011-01-31,0.0055028014202592,631,6.364500792393027,1.255150554675119,0.0033544681841507,-0.0021483332361085
2011-02-28,0.0028861626185802,614,6.408794788273616,1.255700325732899,0.000918491366156,-0.0019676712524242
2011-03-31,0.0025074216258266,624,6.389423076923077,1.2532051282051282,0.0017877836885185,-0.0007196379373081
2011-04-30,-0.0008812986544315,625,6.4176,1.264,0.0001918948243151,0.0010731934787467
2011-05-31,0.0021734490067849,631,6.413629160063391,1.2646592709984152,0.0014848303668414,-0.0006886186399434
2011-06-30,0.0023863490719976,629,6.46422893481717,1.273449920508744,0.0013670800465885,-0.0010192690254091
2011-07-31,-0.0014092341179238,626,6.479233226837061,1.2747603833865817,-0.0003510476733395,0.0010581864445842
2011-08-31,0.002275495261863,626,6.528753993610224,1.282747603833866,0.0017735391582622,-0.0005019561036007
2011-09-30,0.0013557614505722,622,6.506430868167203,1.2733118971061093,0.0002980685948653,-0.0010576928557069
2011-10-31,0.0079117557845163,620,6.609677419354838,1.2983870967741935,0.0040390425738589,-0.0038727132106574
2011-11-30,0.0068379417081085,630,6.56031746031746,1.2809523809523808,0.0053312065201533,-0.0015067351879552
2011-12-31,0.0010858611720237,626,6.57667731629393,1.293929712460064,0.0001363339051165,-0.0009495272669071
2012-01-31,0.0077587165194804,631,6.649762282091918,1.3074484944532487,0.0041422466629434,-0.003616469856537
2012-02-29,0.0058483320000512,634,6.632492113564669,1.2933753943217663,0.0037805965965878,-0.0020677354034633
2012-03-31,0.0035341386312426,657,6.686453576864536,1.3165905631659056,0.001494255256214,-0.0020398833750285
2012-04-30,0.0047394676166327,663,6.802413273001508,1.3333333333333333,0.0030618103685827,-0.0016776572480499
2012-05-31,0.0023195959586747,647,6.823802163833076,1.3323029366306027,0.001597054485069,-0.0007225414736056
2012-06-30,0.0013860681049596,643,6.855365474339036,1.3359253499222394,0.0004948693342733,-0.0008911987706862
2012-07-31,0.000291160071478,673,6.818722139673105,1.3224368499257058,0.0017732227920174,0.0014820627205394
2012-08-31,0.0013811034024475,670,6.75820895522388,1.319402985074627,0.0004831074087844,-0.0008979959936631
2012-09-30,0.0046527229322914,680,6.864705882352941,1.3294117647058823,0.0029275406761163,-0.001725182256175
2012-10-31,0.0045587575360809,685,6.875912408759124,1.3313868613138686,0.0034826757164191,-0.0010760818196617
2012-11-30,0.001910238477705,681,6.910425844346549,1.3392070484581498,0.0009978644363784,-0.0009123740413266
2012-12-31,0.0015744256258285,698,6.885386819484241,1.342406876790831,0.0007381546957912,-0.0008362709300372
2013-01-31,0.0080005104835943,715,6.822377622377623,1.3202797202797203,0.0031448002588408,-0.0048557102247534
2013-02-28,0.0030556904256437,712,6.813202247191011,1.324438202247191,0.0015538454568234,-0.0015018449688203
2013-03-31,0.002107556603261,716,6.861731843575419,1.3324022346368716,0.0010484108308842,-0.0010591457723768
2013-04-30,0.0059033563411487,729,6.969821673525377,1.3470507544581618,0.0037098027609649,-0.0021935535801837
2013-05-31,0.0031136961932869,722,6.951523545706372,1.3421052631578947,0.0005025960293236,-0.0026111001639632
2013-06-30,0.0031863091230795,739,6.972936400541272,1.347767253044655,0.0005960810611284,-0.0025902280619511
2013-07-31,0.0047671835569551,730,7.006849315068493,1.358904109589041,0.0027009165393941,-0.0020662670175609
2013-08-31,0.0030881820297363,735,6.925170068027211,1.3510204081632653,0.0014551648527753,-0.0016330171769609
2013-09-30,0.0021789000729491,756,7.017195767195767,1.3584656084656084,0.001219565017185,-0.0009593350557641
2013-10-31,0.0024355630367794,752,7.01063829787234,1.3617021276595744,0.0015019538479085,-0.0009336091888708
2013-11-30,0.0036916840332408,759,6.974967061923584,1.3610013175230566,0.0023166781791184,-0.0013750058541223
2013-12-31,0.0036395981295153,768,7.063802083333333,1.3684895833333333,0.0020256268833779,-0.0016139712461374
2014-01-31,0.0031537056527193,775,6.95483870967742,1.3612903225806452,0.0017459207009462,-0.001407784951773
2014-02-28,0.0050033658638183,773,7.001293661060802,1.3570504527813714,0.0025224812238406,-0.0024808846399777
2014-03-31,0.0038358088859732,774,7.002583979328166,1.372093023255814,0.0021554154765709,-0.0016803934094023
2014-04-30,0.002624001961441,774,7.0671834625323,1.3863049095607236,0.0015122370067178,-0.0011117649547231
2014-05-31,0.0009262140212503,767,7.045632333767927,1.3663624511082135,0.0004097042668154,-0.0005165097544348
2014-06-30,0.0028698371497656,773,7.186287192755498,1.3803363518758085,0.0020211859706381,-0.0008486511791274
2014-07-31,0.0013491451732437,775,7.203870967741936,1.3870967741935485,0.0003400807678357,-0.001009064405408
2014-08-31,0.0009315833749983,770,7.236363636363636,1.3844155844155843,0.0004061565914746,-0.0005254267835237
2014-09-30,0.0037755241628278,776,7.292525773195877,1.3956185567010309,0.0023299936629394,-0.0014455304998883
2014-10-31,0.0026093747363853,786,7.174300254452926,1.39058524173028,0.0015329036530166,-0.0010764710833686
2014-11-30,0.0015810355195913,801,7.191011235955056,1.397003745318352,0.0015186344503195,-6.24010692717599e-05
2014-12-31,0.0036495023845922,790,7.232911392405064,1.40126582278481,0.0012535429060557,-0.0023959594785364
2015-01-31,0.0010409170237839,782,7.282608695652174,1.40537084398977,0.0003170394023525,-0.0007238776214314
2015-02-28,0.0058276586380258,800,7.26125,1.395,0.0037006972052899,-0.0021269614327358
2015-03-31,0.0021933364757459,804,7.248756218905473,1.3930348258706469,0.0008818163491431,-0.0013115201266028
2015-04-30,0.0025885308915238,810,7.318518518518519,1.408641975308642,0.002031103321948,-0.0005574275695758
2015-05-31,0.0003207147499283,797,7.340025094102886,1.409033877038896,1.8065313306084443e-05,-0.0003026494366222
2015-06-30,0.0016268378789259,800,7.49875,1.43625,0.0010804007912905,-0.0005464370876354
2015-07-31,0.0028317422457055,793,7.510718789407314,1.4363177805800758,0.0019684170673918,-0.0008633251783136
2015-08-31,0.0039482003702737,781,7.594110115236876,1.4379001280409731,0.0024380245320675,-0.0015101758382062
2015-09-30,0.0021534261966344,777,7.568854568854569,1.438867438867439,0.0011155350961339,-0.0010378911005005
2015-10-31,0.0028751545830429,772,7.652849740932642,1.4417098445595855,0.0015882225501235,-0.0012869320329194
2015-11-30,0.0028947082196657,792,7.674242424242424,1.4507575757575757,0.0013467031115028,-0.0015480051081629
2015-12-31,0.0014078874540275,776,7.734536082474227,1.4664948453608246,0.0009890940328935,-0.000418793421134
2016-01-31,0.0023480569914326,781,7.73111395646607,1.4609475032010244,0.0014588575236354,-0.0008891994677971
2016-02-29,0.0053932879471904,780,7.802564102564102,1.471794871794872,0.0027923015124813,-0.0026009864347091
2016-03-31,0.005287317646667,772,7.823834196891192,1.476683937823834,0.0042897947209661,-0.0009975229257008
2016-04-30,0.0022554332339368,790,7.8,1.4835443037974685,0.001516185322868,-0.0007392479110687
2016-05-31,0.0063884632409571,790,7.877215189873418,1.4886075949367088,0.0034122397285079,-0.0029762235124491
2016-06-30,0.000166857165057,783,7.9272030651340994,1.4955300127713922,0.0012374270351495,0.0010705698700924
2016-07-31,0.0031346452040831,778,7.929305912596401,1.5012853470437018,0.0022369060900431,-0.00089773911404
2016-08-31,0.004690646513342,801,7.931335830212235,1.5093632958801495,0.0033647756428005,-0.0013258708705414
2016-09-30,0.0014518239396845,797,7.89711417816813,1.501882057716437,0.0003978868084659,-0.0010539371312186
2016-10-31,0.0049160637276684,807,7.960346964064436,1.513011152416357,0.0022387341868493,-0.002677329540819
2016-11-30,0.0048941624100958,795,7.9547169811320755,1.5157232704402517,0.0002555714234724,-0.0046385909866234
2016-12-31,0.002862213745673,797,7.929736511919699,1.5031367628607275,0.0012436885591551,-0.0016185251865178
2017-01-31,0.0062219363127711,810,7.953086419753086,1.5098765432098766,0.0039740463798274,-0.0022478899329436
2017-02-28,0.0022900140604941,812,7.832512315270936,1.4913793103448276,0.0011798490884208,-0.0011101649720732
2017-03-31,0.0014021792776057,811,7.881627620221948,1.504315659679408,0.0009296439165961,-0.0004725353610095
2017-04-30,0.0020865093580825,820,7.954878048780488,1.5292682926829269,0.0019943715923042,-9.213776577828196e-05
2017-05-31,0.0017566683910458,806,7.921836228287841,1.5086848635235732,0.0013155353788309,-0.0004411330122148
2017-06-30,0.0019324634808137,811,7.94944512946979,1.5129469790382244,0.001277173799213,-0.0006552896816007
2017-07-31,0.0016800765153858,817,7.982864137086903,1.5238678090575275,0.0010840321162758,-0.0005960443991099
2017-08-31,0.0019714874868465,794,7.915617128463476,1.513853904282116,0.0015695614312128,-0.0004019260556337
2017-09-30,0.0018658653376442,800,7.92875,1.5125,0.0009765157119931,-0.0008893496256511
2017-10-31,0.0025694597535706,798,8.012531328320803,1.5238095238095235,0.0017553867286827,-0.0008140730248879
2017-11-30,0.0027726233266895,803,7.9202988792029885,1.5080946450809465,0.0012861249750614,-0.0014864983516281
2017-12-31,0.0004031525383113,795,7.966037735849056,1.5144654088050316,0.0001572663299786,-0.0002458862083327
2018-01-31,0.0045278637759146,802,8.027431421446384,1.5174563591022443,0.0027717275563146,-0.0017561362195999
2018-02-28,0.0014386494034376,801,7.955056179775281,1.511860174781523,0.0003255055186459,-0.0011131438847917
