tag,trace_rows,trace_cusips,trace_date_min,trace_date_max,represented_trades,residual_rows,residual_issuers,residual_cusips,residual_weeks,model_panel_rows,issuer_demeaned_target_rows,feature_month_min,feature_month_max,strategy_months,strategy_mean_monthly,strategy_min_month,strategy_max_month,n_months,mean_monthly,ann_sharpe,cumulative_return,max_drawdown,t_stat_mean,issuer_month_groups,position_rows,placebo_permutations,placebo_one_sided_p,placebo_two_sided_p,workers,target_not_after_feature_rows,duplicate_cusip_feature_month_rows
full2004_2025_c3000,27728464,61592,2004-01-02 00:00:00,2025-03-31 00:00:00,221916218,7331231,1975,54826,1110,2200771,1459247,2004-01-31 00:00:00,2025-04-30 00:00:00,256,0.004143640043474523,-0.0295282396481478,0.0389991076978537,256,0.004143640043474571,2.5312584912556746,1.8706560918573802,-0.02952823964814788,11.691382170519919,182763,555416,500,0.001996007984031936,0.001996007984031936,32,0,0
