variant,min_bonds,quantile,winsor,n_months,mean_monthly,std_monthly,t_stat_mean,ann_sharpe,cumulative_return,max_drawdown,min_month,max_month,issuer_month_groups,position_rows
base_min3_q20,3,0.2,,256,0.0041436400434745,0.0056706931420619,11.69138217051992,2.5312584912556746,1.87065609185738,-0.0295282396481478,-0.0295282396481478,0.0389991076978537,182763,555416
min5_q20,5,0.2,,255,0.0061862404026137,0.0079161998367589,12.479010043659704,2.7070773618947084,3.781729895253037,-0.0521831201763731,-0.0521831201763731,0.0538668255329567,112098,414086
min8_q20,8,0.2,,255,0.006280538579556,0.011014233235312,9.10568681972823,1.975300810556948,3.8577316671084674,-0.1263500585983458,-0.1263500585983458,0.0594033327034454,60944,311778
min10_q20,10,0.2,,255,0.00575236276486,0.0140871229829987,6.520697456842832,1.4145378846098624,3.199624518850851,-0.1893392031965207,-0.1893392031965207,0.0691232708459862,42191,274272
min3_q10,3,0.1,,256,0.0043962497620748,0.007700868810077,9.134033825008569,1.9775763328709413,2.050561616579919,-0.0791167857188568,-0.0791167857188568,0.0442796981624971,182763,404982
min3_q30,3,0.3,,256,0.0036065617127978,0.0050944650262603,11.326996477022568,2.4523666744195958,1.5051743494335317,-0.0209298406960225,-0.0209298406960225,0.0354210668149596,182763,764664
winsor_1_99,3,0.2,"(0.01, 0.99)",256,0.0036326348487323,0.002766471445983,21.009491229020693,4.548688281229567,1.5276853060742517,-0.0016625408249956,-0.0016625408249956,0.0183194104055001,182763,555416
winsor_5_95,3,0.2,"(0.05, 0.95)",256,0.0029162830963243,0.0018765178558674,24.86548656880236,5.383535761510899,1.1065175616768612,-0.0017824894889278,-0.0017824894889278,0.0104662540368364,182763,555416
